◎Turn 20
 1 :         미티어 더스트 - targetSpeed(m/s) : 19.71 / defaultTarget(m/s) : 19.71 / spurtTarget(m/s) : 21.93 / currPosition : <12.50, 0.50> / Stamina : 99.61% / Phase : First / PositionKeep : non / ForceInMove : non / isSpurt : False
 1 :         리코리스 블랙 - targetSpeed(m/s) : 20.72 / defaultTarget(m/s) : 19.92 / spurtTarget(m/s) : 21.89 / currPosition : <591.87, 0.50> / Stamina : 74.20% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 2 :         굿나잇 스이밍 - targetSpeed(m/s) : 22.10 / defaultTarget(m/s) : 21.05 / spurtTarget(m/s) : 22.08 / currPosition : <588.68, 0.50> / Stamina : 76.97% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 3 :          시나몬 룰렛 - targetSpeed(m/s) : 20.77 / defaultTarget(m/s) : 19.97 / spurtTarget(m/s) : 21.90 / currPosition : <588.06, 0.50> / Stamina : 75.53% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 4 :         블랙 팁 마블 - targetSpeed(m/s) : 22.20 / defaultTarget(m/s) : 21.14 / spurtTarget(m/s) : 22.10 / currPosition : <587.01, 0.45> / Stamina : 80.58% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 5 :         미티어 더스트 - targetSpeed(m/s) : 22.14 / defaultTarget(m/s) : 21.08 / spurtTarget(m/s) : 21.93 / currPosition : <584.09, 0.50> / Stamina : 80.37% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :           온 세마치 - targetSpeed(m/s) : 22.15 / defaultTarget(m/s) : 21.09 / spurtTarget(m/s) : 22.13 / currPosition : <583.28, 0.45> / Stamina : 73.16% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 7 :         데네브 네오스 - targetSpeed(m/s) : 21.87 / defaultTarget(m/s) : 21.03 / spurtTarget(m/s) : 22.09 / currPosition : <581.54, 0.50> / Stamina : 76.25% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 8 :         트윈 페르소나 - targetSpeed(m/s) : 22.19 / defaultTarget(m/s) : 21.13 / spurtTarget(m/s) : 21.98 / currPosition : <580.02, 0.45> / Stamina : 78.26% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 9 :        넘버 리프라이즈 - targetSpeed(m/s) : 20.63 / defaultTarget(m/s) : 19.83 / spurtTarget(m/s) : 21.50 / currPosition : <577.23, 0.50> / Stamina : 72.57% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
10 :          래피드 스텝 - targetSpeed(m/s) : 20.79 / defaultTarget(m/s) : 19.80 / spurtTarget(m/s) : 21.54 / currPosition : <577.21, 0.50> / Stamina : 68.26% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
11 :         위키드 웨스트 - targetSpeed(m/s) : 21.31 / defaultTarget(m/s) : 20.29 / spurtTarget(m/s) : 20.68 / currPosition : <559.73, 0.50> / Stamina : 72.92% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
12 :        홀리데이 미라클 - targetSpeed(m/s) : 21.15 / defaultTarget(m/s) : 20.34 / spurtTarget(m/s) : 20.63 / currPosition : <558.97, 0.50> / Stamina : 78.07% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False

◎Turn 580
 1 :         리코리스 블랙 - targetSpeed(m/s) : 20.77 / defaultTarget(m/s) : 19.97 / spurtTarget(m/s) : 21.89 / currPosition : <614.75, 0.50> / Stamina : 73.56% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 2 :         굿나잇 스이밍 - targetSpeed(m/s) : 22.08 / defaultTarget(m/s) : 21.03 / spurtTarget(m/s) : 22.08 / currPosition : <613.03, 0.50> / Stamina : 76.20% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 3 :         블랙 팁 마블 - targetSpeed(m/s) : 22.22 / defaultTarget(m/s) : 21.16 / spurtTarget(m/s) : 22.10 / currPosition : <611.51, 0.45> / Stamina : 79.79% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 4 :          시나몬 룰렛 - targetSpeed(m/s) : 20.67 / defaultTarget(m/s) : 19.88 / spurtTarget(m/s) : 21.90 / currPosition : <610.94, 0.50> / Stamina : 73.82% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 5 :         미티어 더스트 - targetSpeed(m/s) : 22.07 / defaultTarget(m/s) : 21.02 / spurtTarget(m/s) : 21.93 / currPosition : <608.52, 0.50> / Stamina : 79.61% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :           온 세마치 - targetSpeed(m/s) : 22.16 / defaultTarget(m/s) : 21.11 / spurtTarget(m/s) : 22.13 / currPosition : <607.79, 0.45> / Stamina : 72.38% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 7 :         데네브 네오스 - targetSpeed(m/s) : 21.80 / defaultTarget(m/s) : 20.96 / spurtTarget(m/s) : 22.09 / currPosition : <605.65, 0.50> / Stamina : 75.51% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 8 :         트윈 페르소나 - targetSpeed(m/s) : 22.12 / defaultTarget(m/s) : 21.07 / spurtTarget(m/s) : 21.98 / currPosition : <604.47, 0.45> / Stamina : 77.48% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 9 :        넘버 리프라이즈 - targetSpeed(m/s) : 20.67 / defaultTarget(m/s) : 19.87 / spurtTarget(m/s) : 21.50 / currPosition : <600.03, 0.50> / Stamina : 71.94% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
10 :          래피드 스텝 - targetSpeed(m/s) : 20.86 / defaultTarget(m/s) : 19.87 / spurtTarget(m/s) : 21.54 / currPosition : <600.03, 0.50> / Stamina : 67.62% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
11 :         위키드 웨스트 - targetSpeed(m/s) : 21.25 / defaultTarget(m/s) : 20.24 / spurtTarget(m/s) : 20.68 / currPosition : <582.70, 0.50> / Stamina : 72.27% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
12 :        홀리데이 미라클 - targetSpeed(m/s) : 21.29 / defaultTarget(m/s) : 20.27 / spurtTarget(m/s) : 20.63 / currPosition : <581.95, 0.50> / Stamina : 76.94% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 600
 1 :         리코리스 블랙 - targetSpeed(m/s) : 20.71 / defaultTarget(m/s) : 19.92 / spurtTarget(m/s) : 21.89 / currPosition : <637.63, 0.50> / Stamina : 72.92% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 2 :         굿나잇 스이밍 - targetSpeed(m/s) : 22.02 / defaultTarget(m/s) : 20.98 / spurtTarget(m/s) : 22.08 / currPosition : <637.42, 0.50> / Stamina : 75.43% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 3 :         블랙 팁 마블 - targetSpeed(m/s) : 22.11 / defaultTarget(m/s) : 21.06 / spurtTarget(m/s) : 22.10 / currPosition : <636.03, 0.45> / Stamina : 79.01% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 4 :          시나몬 룰렛 - targetSpeed(m/s) : 20.66 / defaultTarget(m/s) : 19.87 / spurtTarget(m/s) : 21.90 / currPosition : <633.81, 0.50> / Stamina : 72.12% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 5 :         미티어 더스트 - targetSpeed(m/s) : 22.17 / defaultTarget(m/s) : 21.12 / spurtTarget(m/s) : 21.93 / currPosition : <632.97, 0.50> / Stamina : 78.85% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :           온 세마치 - targetSpeed(m/s) : 22.11 / defaultTarget(m/s) : 21.06 / spurtTarget(m/s) : 22.13 / currPosition : <632.29, 0.45> / Stamina : 71.61% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 7 :         데네브 네오스 - targetSpeed(m/s) : 21.80 / defaultTarget(m/s) : 20.96 / spurtTarget(m/s) : 22.09 / currPosition : <629.78, 0.50> / Stamina : 74.78% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 8 :         트윈 페르소나 - targetSpeed(m/s) : 22.12 / defaultTarget(m/s) : 21.06 / spurtTarget(m/s) : 21.98 / currPosition : <628.95, 0.45> / Stamina : 76.70% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 9 :          래피드 스텝 - targetSpeed(m/s) : 20.78 / defaultTarget(m/s) : 19.79 / spurtTarget(m/s) : 21.54 / currPosition : <622.82, 0.50> / Stamina : 66.99% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
10 :        넘버 리프라이즈 - targetSpeed(m/s) : 20.56 / defaultTarget(m/s) : 19.77 / spurtTarget(m/s) : 21.50 / currPosition : <622.81, 0.50> / Stamina : 71.30% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
11 :         위키드 웨스트 - targetSpeed(m/s) : 21.32 / defaultTarget(m/s) : 20.31 / spurtTarget(m/s) : 20.68 / currPosition : <605.77, 0.50> / Stamina : 71.62% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
12 :        홀리데이 미라클 - targetSpeed(m/s) : 21.34 / defaultTarget(m/s) : 20.32 / spurtTarget(m/s) : 20.63 / currPosition : <605.02, 0.50> / Stamina : 76.28% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 620
 1 :         굿나잇 스이밍 - targetSpeed(m/s) : 21.88 / defaultTarget(m/s) : 21.04 / spurtTarget(m/s) : 22.08 / currPosition : <661.62, 0.50> / Stamina : 74.68% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 2 :         리코리스 블랙 - targetSpeed(m/s) : 20.71 / defaultTarget(m/s) : 19.91 / spurtTarget(m/s) : 21.89 / currPosition : <660.53, 0.50> / Stamina : 72.28% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 3 :         블랙 팁 마블 - targetSpeed(m/s) : 22.12 / defaultTarget(m/s) : 21.06 / spurtTarget(m/s) : 22.10 / currPosition : <660.53, 0.45> / Stamina : 78.23% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 4 :         미티어 더스트 - targetSpeed(m/s) : 22.06 / defaultTarget(m/s) : 21.01 / spurtTarget(m/s) : 21.93 / currPosition : <657.41, 0.50> / Stamina : 78.10% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 5 :           온 세마치 - targetSpeed(m/s) : 22.18 / defaultTarget(m/s) : 21.12 / spurtTarget(m/s) : 22.13 / currPosition : <656.82, 0.45> / Stamina : 70.83% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :          시나몬 룰렛 - targetSpeed(m/s) : 20.71 / defaultTarget(m/s) : 19.92 / spurtTarget(m/s) : 21.90 / currPosition : <656.68, 0.50> / Stamina : 70.41% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 7 :         데네브 네오스 - targetSpeed(m/s) : 22.00 / defaultTarget(m/s) : 20.95 / spurtTarget(m/s) : 22.09 / currPosition : <653.89, 0.50> / Stamina : 74.04% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 8 :         트윈 페르소나 - targetSpeed(m/s) : 22.08 / defaultTarget(m/s) : 21.03 / spurtTarget(m/s) : 21.98 / currPosition : <653.44, 0.45> / Stamina : 75.93% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 9 :        넘버 리프라이즈 - targetSpeed(m/s) : 20.67 / defaultTarget(m/s) : 19.87 / spurtTarget(m/s) : 21.50 / currPosition : <645.61, 0.50> / Stamina : 70.67% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
10 :          래피드 스텝 - targetSpeed(m/s) : 20.83 / defaultTarget(m/s) : 19.83 / spurtTarget(m/s) : 21.54 / currPosition : <645.61, 0.50> / Stamina : 66.36% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
11 :         위키드 웨스트 - targetSpeed(m/s) : 21.32 / defaultTarget(m/s) : 20.31 / spurtTarget(m/s) : 20.68 / currPosition : <628.94, 0.50> / Stamina : 70.95% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
12 :        홀리데이 미라클 - targetSpeed(m/s) : 21.31 / defaultTarget(m/s) : 20.30 / spurtTarget(m/s) : 20.63 / currPosition : <628.20, 0.50> / Stamina : 75.62% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 640
 1 :         굿나잇 스이밍 - targetSpeed(m/s) : 21.81 / defaultTarget(m/s) : 20.97 / spurtTarget(m/s) : 22.08 / currPosition : <685.75, 0.50> / Stamina : 73.94% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 2 :         블랙 팁 마블 - targetSpeed(m/s) : 22.17 / defaultTarget(m/s) : 21.12 / spurtTarget(m/s) : 22.10 / currPosition : <685.04, 0.45> / Stamina : 77.45% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 3 :         리코리스 블랙 - targetSpeed(m/s) : 20.70 / defaultTarget(m/s) : 19.90 / spurtTarget(m/s) : 21.89 / currPosition : <683.40, 0.50> / Stamina : 71.64% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 4 :         미티어 더스트 - targetSpeed(m/s) : 22.11 / defaultTarget(m/s) : 21.06 / spurtTarget(m/s) : 21.93 / currPosition : <681.82, 0.50> / Stamina : 77.34% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 5 :           온 세마치 - targetSpeed(m/s) : 22.10 / defaultTarget(m/s) : 21.04 / spurtTarget(m/s) : 22.13 / currPosition : <681.37, 0.45> / Stamina : 70.05% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :          시나몬 룰렛 - targetSpeed(m/s) : 20.76 / defaultTarget(m/s) : 19.97 / spurtTarget(m/s) : 21.90 / currPosition : <679.56, 0.50> / Stamina : 68.71% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 7 :         데네브 네오스 - targetSpeed(m/s) : 21.97 / defaultTarget(m/s) : 20.93 / spurtTarget(m/s) : 22.09 / currPosition : <678.12, 0.50> / Stamina : 73.30% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 8 :         트윈 페르소나 - targetSpeed(m/s) : 22.07 / defaultTarget(m/s) : 21.02 / spurtTarget(m/s) : 21.98 / currPosition : <677.88, 0.45> / Stamina : 75.15% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 9 :          래피드 스텝 - targetSpeed(m/s) : 20.63 / defaultTarget(m/s) : 19.83 / spurtTarget(m/s) : 21.54 / currPosition : <668.39, 0.50> / Stamina : 65.72% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
10 :        넘버 리프라이즈 - targetSpeed(m/s) : 20.81 / defaultTarget(m/s) : 19.82 / spurtTarget(m/s) : 21.50 / currPosition : <668.39, 0.50> / Stamina : 70.04% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
11 :         위키드 웨스트 - targetSpeed(m/s) : 21.30 / defaultTarget(m/s) : 20.29 / spurtTarget(m/s) : 20.68 / currPosition : <652.20, 0.50> / Stamina : 70.28% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
12 :        홀리데이 미라클 - targetSpeed(m/s) : 21.31 / defaultTarget(m/s) : 20.29 / spurtTarget(m/s) : 20.63 / currPosition : <651.48, 0.50> / Stamina : 74.94% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 660
 1 :         굿나잇 스이밍 - targetSpeed(m/s) : 21.88 / defaultTarget(m/s) : 21.03 / spurtTarget(m/s) : 22.08 / currPosition : <708.93, 0.50> / Stamina : 73.19% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 2 :         블랙 팁 마블 - targetSpeed(m/s) : 22.10 / defaultTarget(m/s) : 21.04 / spurtTarget(m/s) : 22.10 / currPosition : <708.70, 0.45> / Stamina : 76.67% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 3 :         리코리스 블랙 - targetSpeed(m/s) : 20.70 / defaultTarget(m/s) : 19.91 / spurtTarget(m/s) : 21.89 / currPosition : <705.72, 0.50> / Stamina : 71.00% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 4 :         미티어 더스트 - targetSpeed(m/s) : 22.12 / defaultTarget(m/s) : 21.07 / spurtTarget(m/s) : 21.93 / currPosition : <705.67, 0.50> / Stamina : 76.59% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 5 :           온 세마치 - targetSpeed(m/s) : 22.10 / defaultTarget(m/s) : 21.05 / spurtTarget(m/s) : 22.13 / currPosition : <705.40, 0.45> / Stamina : 69.28% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :          시나몬 룰렛 - targetSpeed(m/s) : 20.68 / defaultTarget(m/s) : 19.88 / spurtTarget(m/s) : 21.90 / currPosition : <702.23, 0.50> / Stamina : 67.00% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 7 :         데네브 네오스 - targetSpeed(m/s) : 22.00 / defaultTarget(m/s) : 20.95 / spurtTarget(m/s) : 22.09 / currPosition : <702.22, 0.50> / Stamina : 72.54% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 8 :         트윈 페르소나 - targetSpeed(m/s) : 22.11 / defaultTarget(m/s) : 21.06 / spurtTarget(m/s) : 21.98 / currPosition : <702.21, 0.45> / Stamina : 74.38% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 9 :        넘버 리프라이즈 - targetSpeed(m/s) : 20.62 / defaultTarget(m/s) : 19.83 / spurtTarget(m/s) : 21.50 / currPosition : <691.16, 0.50> / Stamina : 69.41% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
10 :          래피드 스텝 - targetSpeed(m/s) : 20.78 / defaultTarget(m/s) : 19.79 / spurtTarget(m/s) : 21.54 / currPosition : <691.16, 0.50> / Stamina : 65.09% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
11 :         위키드 웨스트 - targetSpeed(m/s) : 21.30 / defaultTarget(m/s) : 20.29 / spurtTarget(m/s) : 20.68 / currPosition : <675.57, 0.50> / Stamina : 69.60% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
12 :        홀리데이 미라클 - targetSpeed(m/s) : 21.27 / defaultTarget(m/s) : 20.26 / spurtTarget(m/s) : 20.63 / currPosition : <674.85, 0.50> / Stamina : 74.26% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 680
 1 :         블랙 팁 마블 - targetSpeed(m/s) : 21.97 / defaultTarget(m/s) : 21.13 / spurtTarget(m/s) : 22.10 / currPosition : <730.80, 0.45> / Stamina : 75.89% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 2 :         굿나잇 스이밍 - targetSpeed(m/s) : 21.85 / defaultTarget(m/s) : 21.01 / spurtTarget(m/s) : 22.08 / currPosition : <730.74, 0.50> / Stamina : 72.45% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 3 :         미티어 더스트 - targetSpeed(m/s) : 22.06 / defaultTarget(m/s) : 21.01 / spurtTarget(m/s) : 21.93 / currPosition : <727.74, 0.50> / Stamina : 75.83% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 4 :           온 세마치 - targetSpeed(m/s) : 22.21 / defaultTarget(m/s) : 21.15 / spurtTarget(m/s) : 22.13 / currPosition : <727.53, 0.45> / Stamina : 68.50% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 5 :         리코리스 블랙 - targetSpeed(m/s) : 20.72 / defaultTarget(m/s) : 19.93 / spurtTarget(m/s) : 21.89 / currPosition : <726.39, 0.50> / Stamina : 70.36% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 6 :         트윈 페르소나 - targetSpeed(m/s) : 22.20 / defaultTarget(m/s) : 21.14 / spurtTarget(m/s) : 21.98 / currPosition : <724.30, 0.45> / Stamina : 73.60% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
