◎Turn 20
 1 :         데네브 네오스 - targetSpeed(m/s) : 18.25 / defaultTarget(m/s) : 18.25 / spurtTarget(m/s) : 20.06 / currPosition : <12.29, 1.80> / Stamina : 99.70% / Phase : First / PositionKeep : non / ForceInMove : non / isSpurt : False
 8 :         위키드 웨스트 - targetSpeed(m/s) : 19.82 / defaultTarget(m/s) : 19.06 / spurtTarget(m/s) : 19.29 / currPosition : <1113.63, 0.50> / Stamina : 76.03% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 9 :          래피드 스텝 - targetSpeed(m/s) : 19.45 / defaultTarget(m/s) : 18.53 / spurtTarget(m/s) : 20.05 / currPosition : <1111.27, 0.50> / Stamina : 73.74% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
10 :        넘버 리프라이즈 - targetSpeed(m/s) : 19.36 / defaultTarget(m/s) : 18.62 / spurtTarget(m/s) : 20.05 / currPosition : <1111.27, 0.50> / Stamina : 73.59% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False

◎Turn 1180
 1 :           페니 레인 - targetSpeed(m/s) : 19.96 / defaultTarget(m/s) : 19.19 / spurtTarget(m/s) : 21.62 / currPosition : <1196.16, 0.50> / Stamina : 73.87% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 2 :          시나몬 룰렛 - targetSpeed(m/s) : 19.61 / defaultTarget(m/s) : 18.68 / spurtTarget(m/s) : 20.50 / currPosition : <1160.86, 0.50> / Stamina : 74.36% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 3 :         리코리스 블랙 - targetSpeed(m/s) : 19.56 / defaultTarget(m/s) : 18.63 / spurtTarget(m/s) : 20.43 / currPosition : <1158.95, 0.50> / Stamina : 74.15% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 4 :       페트리코어 선샤워 - targetSpeed(m/s) : 20.46 / defaultTarget(m/s) : 19.49 / spurtTarget(m/s) : 20.32 / currPosition : <1147.21, 0.45> / Stamina : 71.29% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 5 :         트윈 페르소나 - targetSpeed(m/s) : 20.50 / defaultTarget(m/s) : 19.53 / spurtTarget(m/s) : 20.13 / currPosition : <1143.98, 0.50> / Stamina : 73.45% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :         데네브 네오스 - targetSpeed(m/s) : 20.46 / defaultTarget(m/s) : 19.48 / spurtTarget(m/s) : 20.06 / currPosition : <1143.65, 0.45> / Stamina : 73.45% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 7 :         미티어 더스트 - targetSpeed(m/s) : 20.51 / defaultTarget(m/s) : 19.54 / spurtTarget(m/s) : 19.97 / currPosition : <1141.82, 0.45> / Stamina : 75.58% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 8 :         위키드 웨스트 - targetSpeed(m/s) : 19.72 / defaultTarget(m/s) : 18.97 / spurtTarget(m/s) : 19.29 / currPosition : <1133.34, 0.50> / Stamina : 75.61% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 9 :          래피드 스텝 - targetSpeed(m/s) : 19.31 / defaultTarget(m/s) : 18.57 / spurtTarget(m/s) : 20.05 / currPosition : <1130.54, 0.50> / Stamina : 73.34% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
10 :        넘버 리프라이즈 - targetSpeed(m/s) : 19.46 / defaultTarget(m/s) : 18.53 / spurtTarget(m/s) : 20.05 / currPosition : <1130.54, 0.50> / Stamina : 73.19% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 1200
 1 :           페니 레인 - targetSpeed(m/s) : 20.00 / defaultTarget(m/s) : 19.23 / spurtTarget(m/s) : 21.62 / currPosition : <1217.78, 0.50> / Stamina : 73.44% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 2 :          시나몬 룰렛 - targetSpeed(m/s) : 19.61 / defaultTarget(m/s) : 18.68 / spurtTarget(m/s) : 20.50 / currPosition : <1180.40, 0.50> / Stamina : 73.95% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 3 :         리코리스 블랙 - targetSpeed(m/s) : 19.55 / defaultTarget(m/s) : 18.62 / spurtTarget(m/s) : 20.43 / currPosition : <1178.50, 0.50> / Stamina : 73.73% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 4 :       페트리코어 선샤워 - targetSpeed(m/s) : 20.54 / defaultTarget(m/s) : 19.56 / spurtTarget(m/s) : 20.32 / currPosition : <1167.63, 0.45> / Stamina : 70.83% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 5 :         트윈 페르소나 - targetSpeed(m/s) : 20.52 / defaultTarget(m/s) : 19.54 / spurtTarget(m/s) : 20.13 / currPosition : <1164.42, 0.50> / Stamina : 72.98% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :         데네브 네오스 - targetSpeed(m/s) : 20.45 / defaultTarget(m/s) : 19.48 / spurtTarget(m/s) : 20.06 / currPosition : <1164.10, 0.45> / Stamina : 72.99% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 7 :         미티어 더스트 - targetSpeed(m/s) : 20.48 / defaultTarget(m/s) : 19.50 / spurtTarget(m/s) : 19.97 / currPosition : <1162.23, 0.45> / Stamina : 75.12% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 8 :         위키드 웨스트 - targetSpeed(m/s) : 19.74 / defaultTarget(m/s) : 18.99 / spurtTarget(m/s) : 19.29 / currPosition : <1153.05, 0.50> / Stamina : 75.19% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 9 :        넘버 리프라이즈 - targetSpeed(m/s) : 19.37 / defaultTarget(m/s) : 18.62 / spurtTarget(m/s) : 20.05 / currPosition : <1149.82, 0.50> / Stamina : 72.80% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
10 :          래피드 스텝 - targetSpeed(m/s) : 19.49 / defaultTarget(m/s) : 18.56 / spurtTarget(m/s) : 20.05 / currPosition : <1149.81, 0.50> / Stamina : 72.95% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 1220
 1 :           페니 레인 - targetSpeed(m/s) : 19.97 / defaultTarget(m/s) : 19.21 / spurtTarget(m/s) : 21.62 / currPosition : <1239.82, 0.50> / Stamina : 73.00% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 2 :          시나몬 룰렛 - targetSpeed(m/s) : 19.64 / defaultTarget(m/s) : 18.70 / spurtTarget(m/s) : 20.50 / currPosition : <1199.93, 0.50> / Stamina : 73.54% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 3 :         리코리스 블랙 - targetSpeed(m/s) : 19.61 / defaultTarget(m/s) : 18.68 / spurtTarget(m/s) : 20.43 / currPosition : <1198.04, 0.50> / Stamina : 73.32% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 4 :       페트리코어 선샤워 - targetSpeed(m/s) : 20.44 / defaultTarget(m/s) : 19.47 / spurtTarget(m/s) : 20.32 / currPosition : <1188.08, 0.45> / Stamina : 70.36% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 5 :         트윈 페르소나 - targetSpeed(m/s) : 20.51 / defaultTarget(m/s) : 19.53 / spurtTarget(m/s) : 20.13 / currPosition : <1184.88, 0.50> / Stamina : 72.51% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :         데네브 네오스 - targetSpeed(m/s) : 20.52 / defaultTarget(m/s) : 19.54 / spurtTarget(m/s) : 20.06 / currPosition : <1184.55, 0.45> / Stamina : 72.52% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 7 :         미티어 더스트 - targetSpeed(m/s) : 20.43 / defaultTarget(m/s) : 19.46 / spurtTarget(m/s) : 19.97 / currPosition : <1182.64, 0.45> / Stamina : 74.66% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 8 :         위키드 웨스트 - targetSpeed(m/s) : 19.78 / defaultTarget(m/s) : 19.02 / spurtTarget(m/s) : 19.29 / currPosition : <1172.76, 0.50> / Stamina : 74.76% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 9 :        넘버 리프라이즈 - targetSpeed(m/s) : 19.35 / defaultTarget(m/s) : 18.61 / spurtTarget(m/s) : 20.05 / currPosition : <1169.09, 0.50> / Stamina : 72.40% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
10 :          래피드 스텝 - targetSpeed(m/s) : 19.48 / defaultTarget(m/s) : 18.55 / spurtTarget(m/s) : 20.05 / currPosition : <1169.09, 0.50> / Stamina : 72.55% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 1240
 1 :           페니 레인 - targetSpeed(m/s) : 20.00 / defaultTarget(m/s) : 19.23 / spurtTarget(m/s) : 21.62 / currPosition : <1261.86, 0.50> / Stamina : 72.57% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 2 :          시나몬 룰렛 - targetSpeed(m/s) : 19.62 / defaultTarget(m/s) : 18.69 / spurtTarget(m/s) : 20.50 / currPosition : <1221.47, 0.50> / Stamina : 73.13% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 3 :         리코리스 블랙 - targetSpeed(m/s) : 19.61 / defaultTarget(m/s) : 18.67 / spurtTarget(m/s) : 20.43 / currPosition : <1219.35, 0.50> / Stamina : 72.91% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 4 :       페트리코어 선샤워 - targetSpeed(m/s) : 20.44 / defaultTarget(m/s) : 19.47 / spurtTarget(m/s) : 20.32 / currPosition : <1209.37, 0.45> / Stamina : 69.89% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 5 :         트윈 페르소나 - targetSpeed(m/s) : 20.47 / defaultTarget(m/s) : 19.49 / spurtTarget(m/s) : 20.13 / currPosition : <1205.86, 0.50> / Stamina : 72.04% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :         데네브 네오스 - targetSpeed(m/s) : 20.54 / defaultTarget(m/s) : 19.56 / spurtTarget(m/s) : 20.06 / currPosition : <1205.43, 0.45> / Stamina : 72.05% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 7 :         미티어 더스트 - targetSpeed(m/s) : 20.48 / defaultTarget(m/s) : 19.51 / spurtTarget(m/s) : 19.97 / currPosition : <1203.28, 0.45> / Stamina : 74.20% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 8 :         위키드 웨스트 - targetSpeed(m/s) : 19.73 / defaultTarget(m/s) : 18.97 / spurtTarget(m/s) : 19.29 / currPosition : <1192.48, 0.50> / Stamina : 74.34% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 9 :          래피드 스텝 - targetSpeed(m/s) : 19.26 / defaultTarget(m/s) : 18.52 / spurtTarget(m/s) : 20.05 / currPosition : <1188.39, 0.50> / Stamina : 72.16% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
10 :        넘버 리프라이즈 - targetSpeed(m/s) : 19.50 / defaultTarget(m/s) : 18.57 / spurtTarget(m/s) : 20.05 / currPosition : <1188.39, 0.50> / Stamina : 72.01% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 1260
 1 :           페니 레인 - targetSpeed(m/s) : 19.91 / defaultTarget(m/s) : 19.14 / spurtTarget(m/s) : 21.62 / currPosition : <1283.89, 0.50> / Stamina : 72.14% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 2 :          시나몬 룰렛 - targetSpeed(m/s) : 19.61 / defaultTarget(m/s) : 18.68 / spurtTarget(m/s) : 20.50 / currPosition : <1243.10, 0.50> / Stamina : 72.72% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 3 :         리코리스 블랙 - targetSpeed(m/s) : 19.65 / defaultTarget(m/s) : 18.71 / spurtTarget(m/s) : 20.43 / currPosition : <1240.97, 0.50> / Stamina : 72.50% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 4 :       페트리코어 선샤워 - targetSpeed(m/s) : 20.47 / defaultTarget(m/s) : 19.50 / spurtTarget(m/s) : 20.32 / currPosition : <1231.99, 0.45> / Stamina : 69.43% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 5 :         트윈 페르소나 - targetSpeed(m/s) : 20.56 / defaultTarget(m/s) : 19.58 / spurtTarget(m/s) : 20.13 / currPosition : <1228.51, 0.50> / Stamina : 71.57% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :         데네브 네오스 - targetSpeed(m/s) : 20.52 / defaultTarget(m/s) : 19.54 / spurtTarget(m/s) : 20.06 / currPosition : <1228.06, 0.45> / Stamina : 71.59% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 7 :         미티어 더스트 - targetSpeed(m/s) : 20.51 / defaultTarget(m/s) : 19.53 / spurtTarget(m/s) : 19.97 / currPosition : <1225.90, 0.45> / Stamina : 73.74% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 8 :         위키드 웨스트 - targetSpeed(m/s) : 19.76 / defaultTarget(m/s) : 19.00 / spurtTarget(m/s) : 19.29 / currPosition : <1213.46, 0.50> / Stamina : 73.92% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 9 :          래피드 스텝 - targetSpeed(m/s) : 19.35 / defaultTarget(m/s) : 18.61 / spurtTarget(m/s) : 20.05 / currPosition : <1208.40, 0.50> / Stamina : 71.76% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
10 :        넘버 리프라이즈 - targetSpeed(m/s) : 19.54 / defaultTarget(m/s) : 18.61 / spurtTarget(m/s) : 20.05 / currPosition : <1208.40, 0.50> / Stamina : 71.61% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 1280
 1 :           페니 레인 - targetSpeed(m/s) : 19.97 / defaultTarget(m/s) : 19.20 / spurtTarget(m/s) : 21.62 / currPosition : <1305.95, 0.50> / Stamina : 71.70% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 2 :          시나몬 룰렛 - targetSpeed(m/s) : 19.65 / defaultTarget(m/s) : 18.71 / spurtTarget(m/s) : 20.50 / currPosition : <1264.72, 0.50> / Stamina : 72.31% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 3 :         리코리스 블랙 - targetSpeed(m/s) : 19.61 / defaultTarget(m/s) : 18.67 / spurtTarget(m/s) : 20.43 / currPosition : <1262.61, 0.50> / Stamina : 72.09% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 4 :       페트리코어 선샤워 - targetSpeed(m/s) : 20.48 / defaultTarget(m/s) : 19.51 / spurtTarget(m/s) : 20.32 / currPosition : <1254.63, 0.45> / Stamina : 68.96% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 5 :         트윈 페르소나 - targetSpeed(m/s) : 20.45 / defaultTarget(m/s) : 19.48 / spurtTarget(m/s) : 20.13 / currPosition : <1251.13, 0.50> / Stamina : 71.10% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :         데네브 네오스 - targetSpeed(m/s) : 20.54 / defaultTarget(m/s) : 19.56 / spurtTarget(m/s) : 20.06 / currPosition : <1250.70, 0.45> / Stamina : 71.12% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 7 :         미티어 더스트 - targetSpeed(m/s) : 20.41 / defaultTarget(m/s) : 19.44 / spurtTarget(m/s) : 19.97 / currPosition : <1248.51, 0.45> / Stamina : 73.28% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 8 :         위키드 웨스트 - targetSpeed(m/s) : 19.76 / defaultTarget(m/s) : 19.00 / spurtTarget(m/s) : 19.29 / currPosition : <1235.29, 0.50> / Stamina : 73.50% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 9 :        넘버 리프라이즈 - targetSpeed(m/s) : 19.35 / defaultTarget(m/s) : 18.60 / spurtTarget(m/s) : 20.05 / currPosition : <1229.75, 0.50> / Stamina : 71.22% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
10 :          래피드 스텝 - targetSpeed(m/s) : 19.46 / defaultTarget(m/s) : 18.53 / spurtTarget(m/s) : 20.05 / currPosition : <1229.74, 0.50> / Stamina : 71.37% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 1300
 1 :           페니 레인 - targetSpeed(m/s) : 20.02 / defaultTarget(m/s) : 19.25 / spurtTarget(m/s) : 21.62 / currPosition : <1328.01, 0.50> / Stamina : 71.27% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 2 :          시나몬 룰렛 - targetSpeed(m/s) : 19.59 / defaultTarget(m/s) : 18.66 / spurtTarget(m/s) : 20.50 / currPosition : <1286.34, 0.50> / Stamina : 71.90% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 3 :         리코리스 블랙 - targetSpeed(m/s) : 19.54 / defaultTarget(m/s) : 18.61 / spurtTarget(m/s) : 20.43 / currPosition : <1284.25, 0.50> / Stamina : 71.68% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 4 :       페트리코어 선샤워 - targetSpeed(m/s) : 20.53 / defaultTarget(m/s) : 19.55 / spurtTarget(m/s) : 20.32 / currPosition : <1277.27, 0.45> / Stamina : 68.49% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 5 :         트윈 페르소나 - targetSpeed(m/s) : 20.50 / defaultTarget(m/s) : 19.52 / spurtTarget(m/s) : 20.13 / currPosition : <1273.77, 0.50> / Stamina : 70.63% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :         데네브 네오스 - targetSpeed(m/s) : 20.48 / defaultTarget(m/s) : 19.51 / spurtTarget(m/s) : 20.06 / currPosition : <1273.35, 0.45> / Stamina : 70.66% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 7 :         미티어 더스트 - targetSpeed(m/s) : 20.41 / defaultTarget(m/s) : 19.44 / spurtTarget(m/s) : 19.97 / currPosition : <1271.10, 0.45> / Stamina : 72.82% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 8 :         위키드 웨스트 - targetSpeed(m/s) : 19.80 / defaultTarget(m/s) : 19.03 / spurtTarget(m/s) : 19.29 / currPosition : <1257.13, 0.50> / Stamina : 73.08% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 9 :          래피드 스텝 - targetSpeed(m/s) : 19.36 / defaultTarget(m/s) : 18.62 / spurtTarget(m/s) : 20.05 / currPosition : <1251.09, 0.50> / Stamina : 70.97% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
10 :        넘버 리프라이즈 - targetSpeed(m/s) : 19.43 / defaultTarget(m/s) : 18.51 / spurtTarget(m/s) : 20.05 / currPosition : <1251.09, 0.50> / Stamina : 70.82% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 1320
 1 :           페니 레인 - targetSpeed(m/s) : 19.96 / defaultTarget(m/s) : 19.19 / spurtTarget(m/s) : 21.62 / currPosition : <1350.09, 0.50> / Stamina : 70.83% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 2 :          시나몬 룰렛 - targetSpeed(m/s) : 19.62 / defaultTarget(m/s) : 18.69 / spurtTarget(m/s) : 20.50 / currPosition : <1307.97, 0.50> / Stamina : 71.49% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 3 :         리코리스 블랙 - targetSpeed(m/s) : 19.62 / defaultTarget(m/s) : 18.68 / spurtTarget(m/s) : 20.43 / currPosition : <1305.89, 0.50> / Stamina : 71.27% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 4 :       페트리코어 선샤워 - targetSpeed(m/s) : 20.43 / defaultTarget(m/s) : 19.46 / spurtTarget(m/s) : 20.32 / currPosition : <1299.89, 0.45> / Stamina : 68.03% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 5 :         트윈 페르소나 - targetSpeed(m/s) : 20.54 / defaultTarget(m/s) : 19.57 / spurtTarget(m/s) : 20.13 / currPosition : <1296.41, 0.50> / Stamina : 70.16% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
